"","id","Sp_no","LAT","LA2","LA3","LONG","LO2","LO3","LATDEC","LONGDET","ALT","SGRIDS","PRCODE","STATE","VGR","LOCALITY","HABITAT","SUBSTRATE","HOSTgenus","HOSTsp","HOSTcname","DAY","MONTH","YEAR","date.comments","oldID","BATCH","PHOTO","SPECIMEN","Checked","Initial","date.checked","Basis...specimen","Basis...photo","PhotoID","Submitted.as","date.entered","DENTRY","SS","SH","SL","COMMENTS","COLL.NO","DET","HERB.NO","LITauth","LITbibl","AHC","recorded_by","Doubtful.record","Book.or.REF","REF.Number"
"758",243,12,28,36,0,153,6,0,-28.6,153.1,"100","LLU","3","NSW","","Cawongla, northern NSW: About 12 Km East of Kyogle","Backyard","in grass","","","",0,6,1999,"","MUN0187",10,"Y","N","2","TM","31/12/99","","1","012dlm01","","31/12/99","BA","S","","","Photo supplied by Bev Smith, resident of Cawongla","","","","","",3,187,"","",NA
"9693",13146,39,34,57,50,138,41,54,-34.96388889,138.6983333,"","LLG","","SA","","Mount Lofty Ranges: Cleland CP, Long Ridge Track","stringybark woodland","tree trunk","Eucalyptus","obliqua?","",20,7,2002,"","",7,"N","N","1","","","","","","","12/2/03","GE","S","","","","","","","","",2,698,"","",NA
"3891",3912,90,35,15,0,138,41,0,-35.25,138.6833333,"","LLU","","SA","","McLaren Vale, E: Kuitpo Forest.","In Forest reserve.","On tree","Eucalyptus","obliqua","",6,7,1998,"","CAT0049",8,"N","N","1","","","","","","","11/9/98","PG","S","","","","","","","","",1,49,"","",NA
"2871",3345,75,33,22,0,151,22,0,-33.36666667,151.3666667,"","LL","3","NSW","","Palm Grove","","","","","",27,5,2000,"","SFS0297",6,"N","","1","","","","","","","3/10/00","BA","S","","","","","","","","",2,297,"","",NA
"35664",54908,55,37,39,34,144,52,56,-37.65944444,144.8822222,"","LLG","2","VIC","","Woodlands Historic Park, Greenvale","Woodland with yellow box, manna gum, grey box, river red gum and drooping she-oak","ground","","","",8,7,2012,"","",117,"N","N","1","","","","","","","8/3/13","GP","S","","","","","","","","",NA,178,"","",0
"11053",16367,90,37,56,17,145,16,36,-37.93805556,145.2766667,"","LLG","1","VIC","","Lysterfield Lake Park","in gully south east of quarry","old log","Acacia","","",20,7,2003,"","",29,"N","N","1","","","","","","","13/11/03","GL","S","","","fairly aged specimen","","","","","",NA,169,"","",NA
"24481",43989,128,37,40,23,145,52,59,-37.67305556,145.8830556,"","LLG","2","VIC","","Reefton. Upper Yarra Reservoir, Doctors Creek walk","Eucalypt forest with manna gum, grey gum and messmate stringybark with silver wattle, prickly currant-bush and tree ferns","Ground","","","",19,7,2009,"","",79,"N","N","1","","","","","","","27/1/10","GP","S","","","","","","","","",NA,178,"","",0
"48446",1205420,485,32,45,0,138,4,30,-32.75,138.075,"435","LLG","2","SA","","Mount Remarkable NP. Alligator Gorge","","","","","",11,6,2001,"","*11/vi",49,"N","y","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"5775",6010,4,35,28,0,148,57,0,-35.46666667,148.95,"","LLU","","ACT","","Birrigai: Tidbinbilla NR","under pines","","","","",5,5,1990,"","SFS0297",2,"N","","1","","","","","","","16/3/99","PG","S","","","","","","","","",3,297,"","",NA
"13220",27802,81,28,25,0,116,15,0,-28.41666667,116.25,"","DES","3","WA","","The road between Mt Magnet and Geraldton.  44 km west of Yalgoo.","Near pool of water off the road.","In sand.","","","",16,8,2004,"","",4,"N","N","1","","","0","0","","","28/9/04","WC","S","","","Small group.","","","","","",NA,669,"","",NA
"22866",40894,369,37,40,23,145,52,59,-37.67305556,145.8830556,"","LLG","3","VIC","","Upper Yarra Reservoir, Doctors Creek Walking Track.","Eucalypt forest: manna gum, grey gum and messmate stringybark with silver wattle, prickly currant bush and tree ferns.","Dead branch","","","",4,5,2008,"","",38,"N","N","1","","","","","","","26/8/08","WC","S","","","","","","","","",NA,178,"","",0
"5116",5230,12,33,42,0,151,6,0,-33.7,151.1,"120","DES","2","NSW","","Sydney: Hornsby","","","","","",0,1,1916,"","BEL0278",1,"N","","1","","","","","","","16/4/99","","","HI","L","","J.B. Cleland","","AD 10018","Grgurinovic (1997)","FOA2b",NA,278,"","",NA
"55713",1216191,93,37,33,57,145,52,33,-37.56583333,145.8758333,"","LLG","2","VIC","","Cambarville, Cora Lynn Falls track","Wet Eucalypt forest with Mountain Ash (Eucalyptus regnans) and Rainforest with Myrtle Beech (Nothofagus cunninghamii).","wood, several fallen logs","","","",23,4,2017,"","",177,"","","","","","","","","","12/5/17","GP","S","","","","","","","","",NA,178,"","",0
"12145",17430,225,37,32,22,145,20,59,-37.53944444,145.3497222,"500","LLM","2","VIC","","Kinglake NP, Jehosaphat Gully","tall Eucalyptus forest","","","","",2,5,1993,"","",10,"","","1","","","","","","","2/1/04","CFR","S","","","","","","","","",4,9,"","",NA
"41789",64630,641,26,36,24,153,3,0,-26.60666667,153.05,"5","LLU","2","QLD","","Maroochy wetlands reserve","","","","","",6,7,2013,"","",3,"","","1","","","","","","","28/10/14","WC","S","","","Collected by Pat Leonard","","","","","",NA,1287,"","",NA
"12069",18272,128,34,57,9,116,47,3,-34.9525,116.7841667,"","LLG","2","WA","","road south off Tingle Driveulley Rd, Walpole-Nornalup NP","Tall forest of Corymbia calophylla, E. diversicolor, E. jacksonii, Allocasuarina decussata","","","","",25,6,2001,"","",1,"","","1","","","","","","","21/1/04","CFR","S","","","Denmark conf site 7","","","","","",4,875,"","",NA
"49357",1206422,1854,37,9,30,140,37,0,-37.15833333,140.6166667,"","LLG","2","SA","","Mary Seymour Conservation Park, about 25 km south of Naracoorte","","","","","",17,7,2004,"","*17/vii",49,"N","y","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"50014",1207320,556,32,45,0,138,4,30,-32.75,138.075,"435","LLG","2","SA","","Mount Remarkable NP. Alligator Gorge","","","","","",20,8,2007,"","20/viii",49,"","n","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"60545",1221107,1315,31,52,5,115,54,43,-31.86805556,115.9119444,"","LLG","1","WA","","Lightning Swamp Bushland, Noranda","Banksia woodland near perched seasonal wetland","Growing in soil.","","","",31,7,2005,"","",1,"","","","","","","","","","13/3/19","GP","S","","","","","","","","",NA,1162,"","",0
"41080",64237,316,37,52,18,144,9,36,-37.87166667,144.16,"","AMG","2","VIC","","Steiglitz Historic Park, about 2km north-west of Steiglitz, corner of Hut Road and Steiglitz-Meredith Road.","Eucalypt woodland, red box, red stringybark.","Litter","","","",15,6,2014,"","",3,"N","N","1","","","","","","","14/10/14","WC","S","","","Foray to farewell Blanche Higgins.","","","","","",NA,1570,"","",0
"32024",51313,73,37,6,28,145,34,43,-37.10777778,145.5786111,"290","AMG","2","VIC","","Yarck, on side of Black Range, Henke Winery.","Clay soil in cleared area on north side of domestic dam.","On clay soil.","","","",17,5,2010,"","",165,"","","2","","","","","","","15/2/12","WC","S","","","Plentiful.","","","","","",NA,211,"","",0
"49395",1206460,369,32,45,0,138,4,30,-32.75,138.075,"435","LLG","2","SA","","Mount Remarkable NP Alligator Gorge","","","","","",5,8,2004,"","5/viii",49,"N","n","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"48138",1205199,369,35,5,30,138,39,0,-35.09166667,138.65,"","LLG","3","SA","","Scott Creek Conservation Park, Adelaide Hills","","","","","",0,9,1999,"","ix",49,"N","N","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"167",1217075,758,34,59,0,138,42,0,-34.98333333,138.7,"","LLG","2","SA","","Mount Lofty Botanic Garden","","","","","",13,5,2017,"","",45,"","","","","","","","","","4/8/17","GP","S","","","","","","","","",NA,698,"","",0
"4172",4351,94,37,11,0,142,30,0,-37.18333333,142.5,"","LLM","2","VIC","","Grampians NP: Delleys Dell picnic area","","","","","",11,6,1998,"","MCC0104",13,"N","N","1","","","","","","","19/6/98","PG","S","","","With Thelma Argall","","","","","",1,104,"","",NA
"20610",37286,95,35,22,36,148,25,45,-35.37666667,148.4291667,"","LLG","1","NSW","","Southern Tablelands, Tumut.  Goobarragandra, beside Hume and Hovell Track.","","On dead hardwood log.","","","",18,8,2005,"","",29,"N","N","2","TM","8/12/06","0","1","095ms03","","13/2/07","WC","S","","","","","","","","",NA,65,"","",0
"55616",1215378,290,35,59,28,150,8,32,-35.99111111,150.1422222,"50","DES","2","NSW","","Meringo","Bush garden with Eucalyptus tereticornis, E. bosistoana and pines","","","","",12,4,2007,"Between 5 March and 19 May 2007","",11,"","","","","","","","","","6/1/17","GP","S","","","","","","","","",NA,28,"","",0
"8928",10780,12,33,38,0,151,17,0,-33.63333333,151.2833333,"","DES","3","NSW","","Sydney suburb, Church Point","suburban garden, under a muraya tree","soil","","","",10,10,2002,"","",1,"N","N","1","","","0","0","","","21/10/02","GE","S","","","Sent very detailed description - TM confirmed ID 17/10/02.","","","","","",1,766,"","",NA
"27832",45591,711,41,3,0,145,1,0,-41.05,145.0166667,"","LLG","3","TAS","","Roger River Reserve.","","","","","",28,5,2008,"","",63,"N","N","1","","","","","","","1/6/10","WC","S","","","","","","","","",NA,922,"","",0
"50820",1209910,351,37,59,6,145,35,41,-37.985,145.5947222,"","LLG","2","VIC","","Bunyip State Forest, Mortimer Picnic Ground and Nature Trail, car park and picnic area","Grass and occasional Eucalyptus viminalis","moss on ground","","","",14,6,2015,"","",154,"Y","","1","","","","7","18616118979","","29/1/16","GP","S","","","","","","","","",NA,178,"","",0
"13102",25779,129,15,43,0,125,27,0,-15.71666667,125.45,"","LLM","2","WA","","Beverley Springs Station","On dead Eucalyptus bigalerita log and rotting household framing wood","","Eucalyptus","bigalerita","",2,2,1996,"","",1,"","","1","","","","","","","23/4/04","CFR","S","","","MD Barrett F56/96","","","","","",5,595,"","",NA
"53380",1213112,220,37,49,31,145,24,31,-37.82527778,145.4086111,"","LLG","2","VIC","","Dandenong Ranges NP. Olinda Creek Track","","wood","","","",3,7,2016,"","",170,"","","","","","","","","","22/7/16","GP","S","","","","","","","","",NA,178,"","",0
"36708",56352,1045,37,51,6,146,2,39,-37.85166667,146.0441667,"350","LLG","2","VIC","","Toorongo Falls, Noojee, car park and surrounds","Wet sclerophyll forest with small patches of myrtle beech and tree-ferns","twig","","","",12,5,2013,"","",124,"N","N","1","","","","","","","4/10/13","GP","S","","","","","","","","",NA,178,"","",0
"13502",26454,60,27,19,0,152,46,0,-27.31666667,152.7666667,"","#N/A","3","QLD","","Mount Glorious, Brisbane.","","","","","",8,4,1951,"","",3,"","","1","","","","","","","8/6/04","CFR","","H","","Several stipitate Fruit Bodies varying greatly in size from 1.5 diameter to 3.5 diameter. FB fan-shaped. Pileus silky, concentrically zoned, sharp margin tending to be crenate. Cuticle..[?], but cells at the edge of the FB filled with orange contents. Zon","Webb, L.S.","","MEL 2140335","","",NA,903,"","",NA
"33084",52683,58,41,50,0,146,38,0,-41.83333333,146.6333333,"1200","","2","Tas","","Rats Castle, Central Plateau","sub-alpine heathland","soil next to cushion plant","","","",18,12,2011,"","",26,"","","2","","","","","","","25/7/12","GL","S","",""," lat/long from Geoscience Australia website","","","","","",NA,640,"","",NA
"60271",1220787,129,29,50,46,152,56,42,-29.84611111,152.945,"","LLU","2","NSW","","Braunstone, Mulquineys Road.","","","","","",1,4,2009,"","",21,"N","N","2","GP","6/2/19","","7","Leucoco-birnbaumii-1","","13/2/19","GP","S","","","","","","","","",NA,1454,"","",0
"43863",120690,2183,33,17,0,151,25,0,-33.28333333,151.4166667,"","DES","2","NSW","","Wyong","","","","","",15,3,1947,"","",1,"","","1","","","","","","","1/5/15","GP","S","","","CSIRO Division of Forest Products Fungi Herbarium accession number #1055 (specimen not present or not retained when moved to MEL in 2000). Data from accession book held at RBG Melbourne.","Tamblyn, N","Walters, N.E.M.","","","",NA,1586,"","",0
"4914",5009,6,38,12,0,142,23,0,-38.2,142.3833333,"","LLU","2","VIC","","Woolsthorpe, SW Vic: Johnsons Reserve, 4km  W Woolthorpe","between grass tussocks","in leaf litter","","","",7,7,1999,"","MUN0187",8,"N","","1","","","","","","","30/7/99","PG","S","","","","","","","","",1,187,"","",NA
"3161",3022,75,38,21,55,144,55,29,-38.36527778,144.9247222,"","AMG","2","VIC","P24","Mornington Peninsula: Rosebud, Daimler court","on mown lawn","","","","",8,6,1997,"","END0100",6,"N","N","1","","","","","","","22/1/02","GA","S","","","","","","","","",NA,100,"","",NA
"37436",56520,518,38,25,20,144,57,33,-38.42222222,144.9591667,"","LLG","2","VIC","","Mornington Peninsula NP, Greens Bush, Baldry Crossing, Creek walk","Heathy eucalypt forest","Dead leaf","Acacia","melanoxylon","Blackwood",2,6,2013,"","",125,"N","N","1","","","","","","","11/10/13","","S","","","","","","","","",NA,178,"","",0
"33573",52458,74,36,11,1,150,4,1,-36.18361111,150.0669444,"","LLG","1","NSW","","Cowdroy Creek Rainforest","Remnant Rainforest","live tree","","","",4,4,2011,"","",45,"","","2","","","","","","","25/7/12","GL","S","","","new colony at car park area above reinforest","","","","","",NA,534,"","",NA
"2453",2090,46,38,10,22,145,9,47,-38.17277778,145.1630556,"","MEL","","VIC","P17","Mornington Peninsula: Langwarrin Flora & Fauna Reserve, McClelland Dr car park","suburban reserve","base of living tree","Eucalyptus","maculata","",24,4,1999,"","EIC0086",16,"N","","1","","","","","","","11/6/99","PG","S","","","","","","","","",1,86,"","",NA
"48802",1206809,765,34,38,30,135,23,0,-34.64166667,135.3833333,"39","LLG","3","SA","","Eyre Peninsula. Coffin Bay NP","","","","","",4,8,2005,"","4/viii",49,"","n","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"57506",1218392,332,37,49,35,145,9,45,-37.82638889,145.1625,"","DES","2","VIC","","Blackburn Lake Sanctuary","","On rotting pine chips and at the base of a gum tree","","","",4,6,2017,"","",2,"N","N","3","TM","14/7/17","","7","Mystery fungus 1, Mystery fungus 2","153","19/12/17","GP","S","","","","","","","","",NA,1900,"","",0
"38142",60239,316,41,33,51,145,5,25,-41.56416667,145.0902778,"328","","","TAS","","Guthrie Creek road section","Nothofagus cunninghamii rainforest, fern understorey, mossy ground cover.","","","","",2,5,2012,"","FM-TARK2012-172",4,"","","","","","","","","","13/1/14","","","","","","","Syme, K","","","",NA,1570,"","",NA
"58215",1218941,74,37,4,12,142,34,17,-37.07,142.5713889,"211","LLG","1","VIC","","18 km west of Stawell, Pines Road.","Under a Acacia mearnsii.","On a branch from a Eucalyptus camaldulensis.","Eucalyptus","camaldulensis","River red gum",30,4,2017,"","",17,"","","1","","","","","","","4/5/18","WC","S","","","","","","","","",NA,686,"","",0
"688",138,73,37,3,19,142,42,50,-37.05527778,142.7138889,"","LLM","","VIC","","Illawarra SF, 5.5km west of Stawell","","bare ground","","","",22,6,1999,"","CHE0110",3,"N","","1","","","","","","","22/8/00","BA","S","","","","","","","","",3,110,"","",NA
"18157",34465,74,31,59,24,115,52,59,-31.99,115.8830556,"20","LLG","1","WA","","Herbarium grounds","Garden","At base of live bushes","Eucalyptus","","",27,6,2003,"","",3,"","","1","","","","","","","4/1/06","gl","S","","","","","","","","",NA,217,"","",0
"21020",37647,341,37,28,46,144,17,29,-37.47944444,144.2913889,"","LLG","2","VIC","","Blackwood, Jack Cann Reserve, Lerderderg River walk.","Eucalypt open forest with Eucalyptus radiata, E. viminalis, E. obliqua and an understorey of various wattles, including Acacia melanoxylon, banksias and peas.","Wood","","","",2,7,2006,"","",25,"N","N","1","","","","","","","20/2/07","WC","S","","","","","","","","",NA,178,"","",0
"30938",49793,549,37,59,6,145,35,41,-37.985,145.5947222,"","LLG","2","VIC","","Bunyip State Forest. Mortimer Picnic Ground and nature trail","Wet sclerophyll forest with mountain grey gum Eucalyptus cypellocarpa","Rotting log","","","",9,5,2010,"","",92,"N","N","1","","","","","","","15/7/11","GP","S","","","","","","","","",NA,178,"","",0
"11251",15573,6,38,6,0,143,12,0,-38.1,143.2,"","LLU","","VIC","","Camperdown: Camperdown-Foxhow Road, 24km NE of town","Themeda triandra grassland, cracking clay soil.","","","","",18,9,2002,"","",5,"N","N","1","","","0","0","","","28/8/03","GE","S","","","Coll. Nick Williams","","","","","",NA,56,"","",NA
"5138",5262,12,37,26,17,145,48,20,-37.4381,145.8056,"1170","LLH","1","VIC","S 20","Upstream crossing of Blue Range Road and Storm Creek, Rubicon State Forest.","Found amongst rubbish left by river flood.","","","","",9,5,1999,"","TON0282",10,"N","","","","","","","","","12/5/00","JET","","H","","Grid ref. 55H CU943558.","Sinnott, N.H. 3331","","MEL 2060927","","",NA,282,"","",NA
"24877",41947,464,36,18,34,150,1,33,-36.30944444,150.0258333,"","LLG","2","NSW","","Mt Dromedary","Under stringybarks","Leaf litter and moss","","","",16,4,2005,"","",30,"N","N","2","TM","19/12/08","","4","464tjv02","","7/1/09","GP","S","","","","","","","","",NA,534,"","",0
"7808",9356,7,37,35,30,145,38,0,-37.59166667,145.6333333,"","LLU","","VIC","","Yarra Ranges: Dom Dom Saddle, track to Mount St Leonards","Wide firebreak with low grass, through Mountain Ash (Eucalyptus regnans) forest. Understorey of Pomaderris, Blackwood (Acacia melanoxylon), wire grass etc.","","","","",19,5,2002,"","",11,"N","N","1","","","0","0","","","22/8/02","GL","S","","","With FNCV, leader Tom May","","","","","",2,48,"","",NA
"22056",39772,304,28,0,53,153,23,6,-28.01472222,153.385,"2","LLG","1","QLD","","Gold Coast.  Carrara, 36 Garden Grove.","Lawn in suburban garden.  Under a Macarthur palm.","In the lawn.","","","",27,9,2007,"Present until 6/11/2007.","",1,"N","N","3","GP","7/11/07","0","6","","","26/2/08","WC","S","","","","","","","","",NA,1233,"","",0
"20332",36935,172,37,45,59,145,35,18,-37.76638889,145.5883333,"","LLG","2","VIC","","Wanderslore Sanctuary.","Eucalypt forest with manna gum, mountain grey gum, red stringybark, brown stringybark, messmate, common peppermint, soft and rough treeferns.","Ground and moss.","","","",20,8,2006,"","",28,"N","N","1","","","","","","","11/12/06","WC","S","","","","","","","","",NA,178,"","",0
"31627",50666,130,32,12,59,115,49,52,-32.21638889,115.8311111,"13","LLG","1","WA","","Spectacles Reserve","E. rudis woodland","Dead fallen E. rudis","Eucalyptus","rudis","",13,7,2003,"","",8,"","","1","","","","","","","24/11/11","GP","S","","","","","","","","",NA,217,"","",0
"4991",7140,4,36,45,30,146,58,30,-36.7583,146.975,"300","LL","2","VIC","","NE Vic, near Bright : Wandi Valley","","","","","",16,4,1999,"","JUL0088",7,"N","","","","","","","","","23/5/00","BA","S","","","under chestnut and hazelnut","","","","","",NA,88,"","",NA
"30324",49227,893,38,22,3,146,22,56,-38.3675,146.3822222,"","DES","2","VIC","","Morwell National Park, Stringybark Track.","","","","","",10,5,1987,"","",1,"N","N","1","","","","","","","8/3/11","WC","S","","","Large blobs of hard fungal matter, often follows fire-affected tree butts.  Creamy-orange with pitted upper surface exuding glistening globules of dark liquid.","","","","","",NA,236,"","",0
